Year,Population,Metro
2015,233836,"Fargo, ND-MN Metro Area"
2015,65400,"Faribault-Northfield, MN Micro Area"
2015,66520,"Farmington, MO Micro Area"
2015,118737,"Farmington, NM Metro Area"
2015,376509,"Fayetteville, NC Metro Area"
2015,515403,"Fayetteville-Springdale-Rogers, AR-MO Metro Area"
2015,75573,"Findlay, OH Micro Area"
2015,139097,"Flagstaff, AZ Metro Area"
2015,410849,"Flint, MI Metro Area"
2015,206448,"Florence, SC Metro Area"
2015,146950,"Florence-Muscle Shoals, AL Metro Area"
2015,101973,"Fond du Lac, WI Metro Area"
2015,66390,"Forest City, NC Micro Area"
2015,333577,"Fort Collins, CO Metro Area"
2015,280241,"Fort Smith, AR-OK Metro Area"
2015,429820,"Fort Wayne, IN Metro Area"
2015,71505,"Frankfort, KY Micro Area"
2015,974861,"Fresno, CA Metro Area"
2015,103057,"Gadsden, AL Metro Area"
2015,276881,"Gainesville, FL Metro Area"
2015,193535,"Gainesville, GA Metro Area"
2015,76708,"Gallup, NM Micro Area"
2015,102295,"Gettysburg, PA Metro Area"
2015,126918,"Glens Falls, NY Metro Area"
2015,78056,"Glenwood Springs, CO Micro Area"
2015,124132,"Goldsboro, NC Metro Area"
2015,102449,"Grand Forks, ND-MN Metro Area"
2015,84942,"Grand Island, NE Metro Area"
2015,148513,"Grand Junction, CO Metro Area"
2015,1038583,"Grand Rapids-Wyoming, MI Metro Area"
2015,84745,"Grants Pass, OR Metro Area"
2015,82278,"Great Falls, MT Metro Area"
2015,285174,"Greeley, CO Metro Area"
2015,316519,"Green Bay, WI Metro Area"
2015,68580,"Greeneville, TN Micro Area"
2015,70601,"Greenfield Town, MA Micro Area"
2015,752157,"Greensboro-High Point, NC Metro Area"
2015,175842,"Greenville, NC Metro Area"
2015,874869,"Greenville-Anderson-Mauldin, SC Metro Area"
2015,94211,"Greenwood, SC Micro Area"
2015,77367,"Guayama, PR Metro Area"
2015,389255,"Gulfport-Biloxi-Pascagoula, MS Metro Area"
2015,261486,"Hagerstown-Martinsburg, MD-WV Metro Area"
2015,128755,"Hammond, LA Metro Area"
2015,150965,"Hanford-Corcoran, CA Metro Area"
2015,565006,"Harrisburg-Carlisle, PA Metro Area"
2015,131131,"Harrisonburg, VA Metro Area"
2015,1211324,"Hartford-West Hartford-East Hartford, CT Metro Area"
2015,148610,"Hattiesburg, MS Metro Area"
2015,78834,"Helena, MT Micro Area"
2015,89094,"Hermiston-Pendleton, OR Micro Area"
2015,362510,"Hickory-Lenoir-Morganton, NC Metro Area"
2015,196428,"Hilo, HI Micro Area"
2015,207413,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area"
2015,78811,"Hinesville, GA Metro Area"
2015,71180,"Hobbs, NM Micro Area"
2015,114625,"Holland, MI Micro Area"
2015,141058,"Homosassa Springs, FL Metro Area"
2015,97177,"Hot Springs, AR Metro Area"
2015,212297,"Houma-Thibodaux, LA Metro Area"
2015,6656946,"Houston-The Woodlands-Sugar Land, TX Metro Area"
2015,361580,"Huntington-Ashland, WV-KY-OH Metro Area"
2015,444752,"Huntsville, AL Metro Area"
2015,87693,"Huntsville, TX Micro Area"
2015,63718,"Hutchinson, KS Micro Area"
2015,139849,"Idaho Falls, ID Metro Area"
2015,86966,"Indiana, PA Micro Area"
2015,1988152,"Indianapolis-Carmel-Anderson, IN Metro Area"
2015,166498,"Iowa City, IA Metro Area"
2015,104926,"Ithaca, NY Metro Area"
2015,159494,"Jackson, MI Metro Area"
2015,578561,"Jackson, MS Metro Area"
2015,129682,"Jackson, TN Metro Area"
2015,1449481,"Jacksonville, FL Metro Area"
2015,186311,"Jacksonville, NC Metro Area"
2015,130779,"Jamestown-Dunkirk-Fredonia, NY Micro Area"
2015,161448,"Janesville-Beloit, WI Metro Area"
2015,151357,"Jefferson City, MO Metro Area"
2015,200264,"Johnson City, TN Metro Area"
2015,136411,"Johnstown, PA Metro Area"
2015,128394,"Jonesboro, AR Metro Area"
2015,177211,"Joplin, MO Metro Area"
2015,164726,"Kahului-Wailuku-Lahaina, HI Metro Area"
2015,335340,"Kalamazoo-Portage, MI Metro Area"
2015,96165,"Kalispell, MT Micro Area"
2015,110879,"Kankakee, IL Metro Area"
2015,2088269,"Kansas City, MO-KS Metro Area"
2015,71735,"Kapaa, HI Micro Area"
2015,75909,"Keene, NH Micro Area"
2015,279116,"Kennewick-Richland, WA Metro Area"
2015,77482,"Key West, FL Micro Area"
2015,430642,"Killeen-Temple, TX Metro Area"
2015,305929,"Kingsport-Bristol-Bristol, TN-VA Metro Area"
2015,180143,"Kingston, NY Metro Area"
2015,66016,"Klamath Falls, OR Micro Area"
2015,861679,"Knoxville, TN Metro Area"
2015,82556,"Kokomo, IN Metro Area"
2015,136985,"La Crosse-Onalaska, WI-MN Metro Area"
2015,490488,"Lafayette, LA Metro Area"
2015,214997,"Lafayette-West Lafayette, IN Metro Area"
2015,69763,"LaGrange, GA Micro Area"
2015,205493,"Lake Charles, LA Metro Area"
2015,68348,"Lake City, FL Micro Area"
2015,204737,"Lake Havasu City-Kingman, AZ Metro Area"
2015,650092,"Lakeland-Winter Haven, FL Metro Area"
2015,536624,"Lancaster, PA Metro Area"
2015,472276,"Lansing-East Lansing, MI Metro Area"
2015,269721,"Laredo, TX Metro Area"
2015,214295,"Las Cruces, NM Metro Area"
2015,2114801,"Las Vegas-Henderson-Paradise, NV Metro Area"
2015,85637,"Laurel, MS Micro Area"
2015,118053,"Lawrence, KS Metro Area"
2015,130581,"Lawton, OK Metro Area"
2015,137067,"Lebanon, PA Metro Area"
2015,62153,"Lewiston, ID-WA Metro Area"
2015,107233,"Lewiston-Auburn, ME Metro Area"
2015,500535,"Lexington-Fayette, KY Metro Area"
2015,104425,"Lima, OH Metro Area"
2015,323557,"Lincoln, NE Metro Area"
2015,730250,"Little Rock-North Little Rock-Conway, AR Metro Area"
2015,133821,"Logan, UT-ID Metro Area"
2015,127953,"London, KY Micro Area"
2015,217781,"Longview, TX Metro Area"
2015,103468,"Longview, WA Metro Area"
2015,13340068,"Los Angeles-Long Beach-Anaheim, CA Metro Area"
2015,1279335,"Louisville/Jefferson County, KY-IN Metro Area"
2015,312433,"Lubbock, TX Metro Area"
2015,88255,"Lufkin, TX Micro Area"
2015,134197,"Lumberton, NC Micro Area"
2015,260504,"Lynchburg, VA Metro Area"
2015,231448,"Macon, GA Metro Area"
2015,154998,"Madera, CA Metro Area"
2015,641385,"Madison, WI Metro Area"
2015,406678,"Manchester-Nashua, NH Metro Area"
2015,98545,"Manhattan, KS Metro Area"
2015,79806,"Manitowoc, WI Micro Area"
2015,99134,"Mankato-North Mankato, MN Metro Area"
2015,121707,"Mansfield, OH Metro Area"
2015,64432,"Marinette, WI-MI Micro Area"
2015,67979,"Marion, IN Micro Area"
2015,65355,"Marion, OH Micro Area"
2015,67215,"Marquette, MI Micro Area"
2015,66746,"Marshall, TX Micro Area"
2015,65553,"Martinsville, VA Micro Area"
2015,98464,"Mayagüez, PR Metro Area"
2015,842304,"McAllen-Edinburg-Mission, TX Metro Area"
2015,86484,"Meadville, PA Micro Area"
2015,212567,"Medford, OR Metro Area"
2015,1343572,"Memphis, TN-MS-AR Metro Area"
2015,268455,"Merced, CA Metro Area"
2015,104782,"Meridian, MS Micro Area"
2015,6012331,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area"
2015,110884,"Michigan City-La Porte, IN Metro Area"
2015,83632,"Midland, MI Metro Area"
2015,165427,"Midland, TX Metro Area"
2015,1575747,"Milwaukee-Waukesha-West Allis, WI Metro Area"
2015,3524583,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area"
2015,80737,"Minot, ND Micro Area"
2015,114181,"Missoula, MT Metro Area"
2015,415395,"Mobile, AL Metro Area"
2015,538388,"Modesto, CA Metro Area"
2015,179238,"Monroe, LA Metro Area"
2015,149568,"Monroe, MI Metro Area"
2015,375435,"Montgomery, AL Metro Area"
2015,68879,"Morehead City, NC Micro Area"
2015,138176,"Morgantown, WV Metro Area"
2015,116642,"Morristown, TN Metro Area"
2015,93259,"Moses Lake, WA Micro Area"
2015,72743,"Mount Airy, NC Micro Area"
2015,70698,"Mount Pleasant, MI Micro Area"
2015,121846,"Mount Vernon-Anacortes, WA Metro Area"
2015,116852,"Muncie, IN Metro Area"
2015,172790,"Muskegon, MI Metro Area"
2015,69699,"Muskogee, OK Micro Area"
2015,431964,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area"
2015,65664,"Nacogdoches, TX Micro Area"
2015,142456,"Napa, CA Metro Area"
2015,357305,"Naples-Immokalee-Marco Island, FL Metro Area"
2015,1830298,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area"
2015,125066,"New Bern, NC Metro Area"
2015,88082,"New Castle, PA Micro Area"
2015,859470,"New Haven-Milford, CT Metro Area"
2015,1262888,"New Orleans-Metairie, LA Metro Area"
2015,92916,"New Philadelphia-Dover, OH Micro Area"
2015,20182305,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
2015,154636,"Niles-Benton Harbor, MI Metro Area"
2015,768918,"North Port-Sarasota-Bradenton, FL Metro Area"
2015,68502,"North Wilkesboro, NC Micro Area"
2015,271863,"Norwich-New London, CT Metro Area"
2015,80593,"Oak Harbor, WA Micro Area"
2015,343254,"Ocala, FL Metro Area"
2015,94727,"Ocean City, NJ Metro Area"
2015,159436,"Odessa, TX Metro Area"
2015,644030,"Ogden-Clearfield, UT Metro Area"
2015,111007,"Ogdensburg-Massena, NY Micro Area"
2015,1358452,"Oklahoma City, OK Metro Area"
2015,77922,"Olean, NY Micro Area"
2015,269536,"Olympia-Tumwater, WA Metro Area"
2015,915557,"Omaha-Council Bluffs, NE-IA Metro Area"
2015,83848,"Opelousas, LA Micro Area"
2015,89208,"Orangeburg, SC Micro Area"
2015,2387138,"Orlando-Kissimmee-Sanford, FL Metro Area"
2015,169546,"Oshkosh-Neenah, WI Metro Area"
2015,151595,"Ottawa-Peru, IL Micro Area"
2015,117967,"Owensboro, KY Metro Area"
2015,68619,"Owosso, MI Micro Area"
2015,850536,"Oxnard-Thousand Oaks-Ventura, CA Metro Area"
2015,98597,"Paducah, KY-IL Micro Area"
2015,72023,"Palatka, FL Micro Area"
2015,568088,"Palm Bay-Melbourne-Titusville, FL Metro Area"
2015,197723,"Panama City, FL Metro Area"
2015,92776,"Parkersburg-Vienna, WV Metro Area"
2015,478043,"Pensacola-Ferry Pass-Brent, FL Metro Area"
2015,376987,"Peoria, IL Metro Area"
2015,6069875,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area"
2015,4574531,"Phoenix-Mesa-Scottsdale, AZ Metro Area"
2015,94489,"Pine Bluff, AR Metro Area"
2015,94352,"Pinehurst-Southern Pines, NC Micro Area"
2015,2353045,"Pittsburgh, PA Metro Area"
2015,127828,"Pittsfield, MA Metro Area"
2015,81251,"Plattsburgh, NY Micro Area"
2015,83744,"Pocatello, ID Metro Area"
2015,318802,"Ponce, PR Metro Area"
2015,73486,"Port Angeles, WA Micro Area"
2015,526295,"Portland-South Portland, ME Metro Area"
2015,2390244,"Portland-Vancouver-Hillsboro, OR-WA Metro Area"
2015,454846,"Port St. Lucie, FL Metro Area"
2015,76825,"Portsmouth, OH Micro Area"
2015,144590,"Pottsville, PA Micro Area"
2015,222255,"Prescott, AZ Metro Area"
2015,1613070,"Providence-Warwick, RI-MA Metro Area"
2015,585257,"Provo-Orem, UT Metro Area"
2015,163591,"Pueblo, CO Metro Area"
2015,173115,"Punta Gorda, FL Metro Area"
2015,77450,"Quincy, IL-MO Micro Area"
2015,195080,"Racine, WI Metro Area"
2015,1273568,"Raleigh, NC Metro Area"
2015,145457,"Rapid City, SD Metro Area"
2015,415271,"Reading, PA Metro Area"
2015,179533,"Redding, CA Metro Area"
2015,451138,"Reno, NV Metro Area"
2015,67001,"Richmond, IN Micro Area"
2015,1271142,"Richmond, VA Metro Area"
2015,102997,"Richmond-Berea, KY Micro Area"
2015,4489159,"Riverside-San Bernardino-Ontario, CA Metro Area"
2015,311901,"Roanoke, VA Metro Area"
2015,72882,"Roanoke Rapids, NC Micro Area"
2015,213873,"Rochester, MN Metro Area"
2015,1081954,"Rochester, NY Metro Area"
2015,340663,"Rockford, IL Metro Area"
2015,148069,"Rocky Mount, NC Metro Area"
2015,96504,"Rome, GA Metro Area"
2015,107685,"Roseburg, OR Micro Area"
2015,65764,"Roswell, NM Micro Area"
2015,85103,"Russellville, AR Micro Area"
2015,2274194,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
2015,193307,"Saginaw, MI Metro Area"
2015,194418,"St. Cloud, MN Metro Area"
2015,155602,"St. George, UT Metro Area"
2015,127421,"St. Joseph, MO-KS Metro Area"
2015,2812313,"St. Louis, MO-IL Metro Area"
2015,104806,"Salem, OH Micro Area"
2015,410091,"Salem, OR Metro Area"
2015,433898,"Salinas, CA Metro Area"
2015,395300,"Salisbury, MD-DE Metro Area"
2015,1170266,"Salt Lake City, UT Metro Area"
2015,120106,"San Angelo, TX Metro Area"
2015,2381828,"San Antonio-New Braunfels, TX Metro Area"
2015,3299521,"San Diego-Carlsbad, CA Metro Area"
2015,75550,"Sandusky, OH Micro Area"
2015,4656132,"San Francisco-Oakland-Hayward, CA Metro Area"
2015,128611,"San Germán, PR Metro Area"
2015,1976836,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
2015,2200767,"San Juan-Carolina-Caguas, PR Metro Area"
2015,281401,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area"
2015,274146,"Santa Cruz-Watsonville, CA Metro Area"
2015,148686,"Santa Fe, NM Metro Area"
2015,444769,"Santa Maria-Santa Barbara, CA Metro Area"
2015,502146,"Santa Rosa, CA Metro Area"
2015,379199,"Savannah, GA Metro Area"
2015,558166,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area"
2015,79161,"Searcy, AR Micro Area"
2015,3733580,"Seattle-Tacoma-Bellevue, WA Metro Area"
2015,147919,"Sebastian-Vero Beach, FL Metro Area"
2015,99491,"Sebring, FL Metro Area"
2015,75713,"Seneca, SC Micro Area"
2015,95946,"Sevierville, TN Micro Area"
2015,71875,"Shawnee, OK Micro Area"
2015,115569,"Sheboygan, WI Metro Area"
2015,96879,"Shelby, NC Micro Area"
2015,125467,"Sherman-Denison, TX Metro Area"
2015,108277,"Show Low, AZ Micro Area"
2015,443708,"Shreveport-Bossier City, LA Metro Area"
2015,126427,"Sierra Vista-Douglas, AZ Metro Area"
2015,165491,"Sioux City, IA-NE-SD Metro Area"
2015,252234,"Sioux Falls, SD Metro Area"
2015,75522,"Somerset, PA Micro Area"
2015,320098,"South Bend-Mishawaka, IN-MI Metro Area"
2015,325079,"Spartanburg, SC Metro Area"
2015,546807,"Spokane-Spokane Valley, WA Metro Area"
2015,211598,"Springfield, IL Metro Area"
2015,631982,"Springfield, MA Metro Area"
2015,455074,"Springfield, MO Metro Area"
2015,135959,"Springfield, OH Metro Area"
2015,160580,"State College, PA Metro Area"
2015,72651,"Statesboro, GA Micro Area"
2015,120221,"Staunton-Waynesboro, VA Metro Area"
2015,70408,"Stevens Point, WI Micro Area"
2015,80850,"Stillwater, OK Micro Area"
2015,726106,"Stockton-Lodi, CA Metro Area"
2015,107480,"Sumter, SC Metro Area"
2015,93246,"Sunbury, PA Micro Area"
2015,660458,"Syracuse, NY Metro Area"
2015,91770,"Talladega-Sylacauga, AL Micro Area"
2015,378593,"Tallahassee, FL Metro Area"
2015,2975225,"Tampa-St. Petersburg-Clearwater, FL Metro Area"
2015,172107,"Terre Haute, IN Metro Area"
2015,151316,"Texarkana, TX-AR Metro Area"
2015,118891,"The Villages, FL Metro Area"
2015,605956,"Toledo, OH Metro Area"
2015,233791,"Topeka, KS Metro Area"
2015,183603,"Torrington, CT Micro Area"
2015,148334,"Traverse City, MI Micro Area"
2015,371398,"Trenton, NJ Metro Area"
2015,98877,"Truckee-Grass Valley, CA Micro Area"
2015,1010025,"Tucson, AZ Metro Area"
2015,102576,"Tullahoma-Manchester, TN Micro Area"
2015,980794,"Tulsa, OK Metro Area"
2015,139817,"Tupelo, MS Micro Area"
2015,241851,"Tuscaloosa, AL Metro Area"
2015,105312,"Twin Falls, ID Micro Area"
2015,222936,"Tyler, TX Metro Area"
2015,87649,"Ukiah, CA Micro Area"
2015,998714,"Urban Honolulu, HI Metro Area"
2015,295600,"Utica-Rome, NY Metro Area"
2015,142202,"Valdosta, GA Metro Area"
2015,436092,"Vallejo-Fairfield, CA Metro Area"
2015,99040,"Victoria, TX Metro Area"
2015,155854,"Vineland-Bridgeton, NJ Metro Area"
2015,1723351,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
2015,459863,"Visalia-Porterville, CA Metro Area"
2015,262425,"Waco, TX Metro Area"
2015,64056,"Walla Walla, WA Metro Area"
2015,187953,"Warner Robins, GA Metro Area"
2015,78620,"Warsaw, IN Micro Area"
2015,6098283,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
2015,170612,"Waterloo-Cedar Falls, IA Metro Area"
2015,84559,"Watertown-Fort Atkinson, WI Micro Area"
2015,117635,"Watertown-Fort Drum, NY Metro Area"
2015,135868,"Wausau, WI Metro Area"
2015,121403,"Weirton-Steubenville, WV-OH Metro Area"
2015,116178,"Wenatchee, WA Metro Area"
2015,144198,"Wheeling, WV-OH Metro Area"
2015,102804,"Whitewater-Elkhorn, WI Micro Area"
2015,644502,"Wichita, KS Metro Area"
2015,150780,"Wichita Falls, TX Metro Area"
2015,116048,"Williamsport, PA Metro Area"
2015,277969,"Wilmington, NC Metro Area"
2015,81714,"Wilson, NC Micro Area"
2015,133621,"Winchester, VA-WV Metro Area"
2015,659330,"Winston-Salem, NC Metro Area"
2015,73435,"Wisconsin Rapids-Marshfield, WI Micro Area"
2015,116063,"Wooster, OH Micro Area"
2015,935536,"Worcester, MA-CT Metro Area"
2015,248830,"Yakima, WA Metro Area"
2015,442867,"York-Hanover, PA Metro Area"
2015,549885,"Youngstown-Warren-Boardman, OH-PA Metro Area"
2015,170955,"Yuba City, CA Metro Area"
2015,204275,"Yuma, AZ Metro Area"
2015,86290,"Zanesville, OH Micro Area"
2016,71628,"Aberdeen, WA Micro Area"
2016,170860,"Abilene, TX Metro Area"
2016,98504,"Adrian, MI Micro Area"
2016,309764,"Aguadilla-Isabela, PR Metro Area"
2016,702221,"Akron, OH Metro Area"
2016,65410,"Alamogordo, NM Micro Area"
2016,152506,"Albany, GA Metro Area"
2016,122849,"Albany, OR Metro Area"
2016,881839,"Albany-Schenectady-Troy, NY Metro Area"
2016,95157,"Albertville, AL Micro Area"
2016,913924,"Albuquerque, NM Metro Area"
2016,154789,"Alexandria, LA Metro Area"
2016,835652,"Allentown-Bethlehem-Easton, PA-NJ Metro Area"
2016,124650,"Altoona, PA Metro Area"
2016,263491,"Amarillo, TX Metro Area"
2016,97090,"Ames, IA Metro Area"
2016,402557,"Anchorage, AK Metro Area"
2016,364709,"Ann Arbor, MI Metro Area"
2016,114611,"Anniston-Oxford-Jacksonville, AL Metro Area"
2016,234079,"Appleton, WI Metro Area"
2016,185250,"Arecibo, PR Metro Area"
2016,452319,"Asheville, NC Metro Area"
2016,98231,"Ashtabula, OH Micro Area"
2016,66186,"Athens, OH Micro Area"
2016,79901,"Athens, TX Micro Area"
2016,206360,"Athens-Clarke County, GA Metro Area"
2016,5790210,"Atlanta-Sandy Springs-Roswell, GA Metro Area"
2016,270991,"Atlantic City-Hammonton, NJ Metro Area"
2016,77861,"Auburn, NY Micro Area"
2016,158991,"Auburn-Opelika, AL Metro Area"
2016,595147,"Augusta-Richmond County, GA-SC Metro Area"
2016,120569,"Augusta-Waterville, ME Micro Area"
2016,2056405,"Austin-Round Rock, TX Metro Area"
2016,884788,"Bakersfield, CA Metro Area"
2016,2798886,"Baltimore-Columbia-Towson, MD Metro Area"
2016,151806,"Bangor, ME Metro Area"
2016,214276,"Barnstable Town, MA Metro Area"
2016,835175,"Baton Rouge, LA Metro Area"
2016,134386,"Battle Creek, MI Metro Area"
2016,104747,"Bay City, MI Metro Area"
2016,409901,"Beaumont-Port Arthur, TX Metro Area"
2016,88068,"Beaver Dam, WI Micro Area"
2016,120924,"Beckley, WV Metro Area"
2016,216800,"Bellingham, WA Metro Area"
2016,181307,"Bend-Redmond, OR Metro Area"
2016,169736,"Billings, MT Metro Area"
2016,244094,"Binghamton, NY Metro Area"
2016,1147417,"Birmingham-Hoover, AL Metro Area"
2016,131547,"Bismarck, ND Metro Area"
2016,183411,"Blacksburg-Christiansburg-Radford, VA Metro Area"
2016,187326,"Bloomington, IL Metro Area"
2016,166336,"Bloomington, IN Metro Area"
2016,84763,"Bloomsburg-Berwick, PA Metro Area"
2016,102618,"Bluefield, WV-VA Micro Area"
2016,690214,"Boise City, ID Metro Area"
2016,4794447,"Boston-Cambridge-Newton, MA-NH Metro Area"
2016,322226,"Boulder, CO Metro Area"
2016,174560,"Bowling Green, KY Metro Area"
2016,104502,"Bozeman, MT Micro Area"
2016,92933,"Brainerd, MN Micro Area"
2016,85782,"Branson, MO Micro Area"
2016,264811,"Bremerton-Silverdale, WA Metro Area"
2016,944177,"Bridgeport-Stamford-Norwalk, CT Metro Area"
2016,422135,"Brownsville-Harlingen, TX Metro Area"
2016,115737,"Brunswick, GA Metro Area"
2016,1132804,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area"
2016,159688,"Burlington, NC Metro Area"
2016,217411,"Burlington-South Burlington, VT Metro Area"
2016,112587,"California-Lexington Park, MD Metro Area"
2016,401281,"Canton-Massillon, OH Metro Area"
2016,722336,"Cape Coral-Fort Myers, FL Metro Area"
2016,94806,"Cape Girardeau, MO-IL Metro Area"
2016,126430,"Carbondale-Marion, IL Metro Area"
2016,54742,"Carson City, NV Metro Area"
2016,81039,"Casper, WY Metro Area"
2016,267799,"Cedar Rapids, IA Metro Area"
2016,77066,"Centralia, WA Micro Area"
2016,153851,"Chambersburg-Waynesboro, PA Metro Area"
2016,239872,"Champaign-Urbana, IL Metro Area"
2016,219579,"Charleston, WV Metro Area"
2016,64282,"Charleston-Mattoon, IL Micro Area"
2016,761155,"Charleston-North Charleston, SC Metro Area"
2016,2474314,"Charlotte-Concord-Gastonia, NC-SC Metro Area"
2016,229467,"Charlottesville, VA Metro Area"
2016,551200,"Chattanooga, TN-GA Metro Area"
2016,98136,"Cheyenne, WY Metro Area"
2016,9512968,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
2016,226864,"Chico, CA Metro Area"
2016,77000,"Chillicothe, OH Micro Area"
2016,2161441,"Cincinnati, OH-KY-IN Metro Area"
2016,216307,"Claremont-Lebanon, NH-VT Micro Area"
2016,90499,"Clarksburg, WV Micro Area"
2016,282075,"Clarksville, TN-KY Metro Area"
2016,64116,"Clearlake, CA Micro Area"
2016,123861,"Cleveland, TN Metro Area"
2016,2055612,"Cleveland-Elyria, OH Metro Area"
2016,154311,"Coeur d'Alene, ID Metro Area"
2016,254716,"College Station-Bryan, TX Metro Area"
2016,712327,"Colorado Springs, CO Metro Area"
2016,176594,"Columbia, MO Metro Area"
2016,816450,"Columbia, SC Metro Area"
2016,307816,"Columbus, GA-AL Metro Area"
2016,81402,"Columbus, IN Metro Area"
2016,2041520,"Columbus, OH Metro Area"
2016,148582,"Concord, NH Micro Area"
2016,110925,"Cookeville, TN Micro Area"
2016,63761,"Coos Bay, OR Micro Area"
2016,96940,"Corning, NY Micro Area"
2016,452790,"Corpus Christi, TX Metro Area"
2016,89385,"Corvallis, OR Metro Area"
2016,267059,"Crestview-Fort Walton Beach-Destin, FL Metro Area"
2016,82471,"Cullman, AL Micro Area"
2016,99541,"Cumberland, MD-WV Metro Area"
2016,7232599,"Dallas-Fort Worth-Arlington, TX Metro Area"
2016,143904,"Dalton, GA Metro Area"
2016,78111,"Danville, IL Metro Area"
2016,103585,"Danville, VA Micro Area"
2016,208563,"Daphne-Fairhope-Foley, AL Metro Area"
2016,383352,"Davenport-Moline-Rock Island, IA-IL Metro Area"
2016,800683,"Dayton, OH Metro Area"
2016,152256,"Decatur, AL Metro Area"
2016,106550,"Decatur, IL Metro Area"
2016,637674,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area"
2016,2853077,"Denver-Aurora-Lakewood, CO Metro Area"
2016,634725,"Des Moines-West Des Moines, IA Metro Area"
2016,4297617,"Detroit-Warren-Dearborn, MI Metro Area"
2016,147834,"Dothan, AL Metro Area"
2016,174827,"Dover, DE Metro Area"
2016,80596,"DuBois, PA Micro Area"
2016,97003,"Dubuque, IA Metro Area"
2016,279227,"Duluth, MN-WI Metro Area"
2016,130881,"Dunn, NC Micro Area"
2016,559535,"Durham-Chapel Hill, NC Metro Area"
2016,166098,"East Stroudsburg, PA Metro Area"
2016,166614,"Eau Claire, WI Metro Area"
2016,180883,"El Centro, CA Metro Area"
2016,62761,"Elizabeth City, NC Micro Area"
2016,150447,"Elizabethtown-Fort Knox, KY Metro Area"
2016,203781,"Elkhart-Goshen, IN Metro Area"
2016,86322,"Elmira, NY Metro Area"
2016,842114,"El Paso, TX Metro Area"
2016,62603,"Enid, OK Metro Area"
2016,276207,"Erie, PA Metro Area"
2016,369519,"Eugene, OR Metro Area"
2016,136646,"Eureka-Arcata-Fortuna, CA Micro Area"
2016,315948,"Evansville, IN-KY Metro Area"
2016,100605,"Fairbanks, AK Metro Area"
2016,238124,"Fargo, ND-MN Metro Area"
2016,65622,"Faribault-Northfield, MN Micro Area"
2016,66627,"Farmington, MO Micro Area"
2016,115079,"Farmington, NM Metro Area"
2016,380389,"Fayetteville, NC Metro Area"
2016,527153,"Fayetteville-Springdale-Rogers, AR-MO Metro Area"
2016,75872,"Findlay, OH Micro Area"
2016,140908,"Flagstaff, AZ Metro Area"
2016,408615,"Flint, MI Metro Area"
2016,205976,"Florence, SC Metro Area"
2016,146534,"Florence-Muscle Shoals, AL Metro Area"
2016,102144,"Fond du Lac, WI Metro Area"
2016,66421,"Forest City, NC Micro Area"
2016,339993,"Fort Collins, CO Metro Area"
2016,70900,"Fort Payne, AL Micro Area"
2016,281227,"Fort Smith, AR-OK Metro Area"
2016,431802,"Fort Wayne, IN Metro Area"
2016,72718,"Frankfort, KY Micro Area"
2016,979915,"Fresno, CA Metro Area"
2016,102564,"Gadsden, AL Metro Area"
2016,281796,"Gainesville, FL Metro Area"
2016,196637,"Gainesville, GA Metro Area"
2016,74923,"Gallup, NM Micro Area"
2016,102180,"Gettysburg, PA Metro Area"
2016,126367,"Glens Falls, NY Metro Area"
2016,76886,"Glenwood Springs, CO Micro Area"
2016,124150,"Goldsboro, NC Metro Area"
2016,102743,"Grand Forks, ND-MN Metro Area"
2016,85584,"Grand Island, NE Metro Area"
2016,150083,"Grand Junction, CO Metro Area"
2016,1047099,"Grand Rapids-Wyoming, MI Metro Area"
2016,85904,"Grants Pass, OR Metro Area"
2016,81755,"Great Falls, MT Metro Area"
2016,294932,"Greeley, CO Metro Area"
2016,318236,"Green Bay, WI Metro Area"
2016,68615,"Greeneville, TN Micro Area"
2016,70382,"Greenfield Town, MA Micro Area"
2016,756139,"Greensboro-High Point, NC Metro Area"
2016,177220,"Greenville, NC Metro Area"
2016,884975,"Greenville-Anderson-Mauldin, SC Metro Area"
2016,95503,"Greenwood, SC Micro Area"
2016,78823,"Guayama, PR Metro Area"
2016,391266,"Gulfport-Biloxi-Pascagoula, MS Metro Area"
2016,263817,"Hagerstown-Martinsburg, MD-WV Metro Area"
2016,130710,"Hammond, LA Metro Area"
2016,149785,"Hanford-Corcoran, CA Metro Area"
2016,568033,"Harrisburg-Carlisle, PA Metro Area"
2016,132822,"Harrisonburg, VA Metro Area"
2016,1206836,"Hartford-West Hartford-East Hartford, CT Metro Area"
