Year,Population,Metro
2011,215769,"Barnstable Town, MA Metro Area"
2011,808242,"Baton Rouge, LA Metro Area"
2011,135490,"Battle Creek, MI Metro Area"
2011,107110,"Bay City, MI Metro Area"
2011,390535,"Beaumont-Port Arthur, TX Metro Area"
2011,88661,"Beaver Dam, WI Micro Area"
2011,79127,"Beckley, WV Micro Area"
2011,203663,"Bellingham, WA Metro Area"
2011,160338,"Bend, OR Metro Area"
2011,159712,"Billings, MT Metro Area"
2011,250074,"Binghamton, NY Metro Area"
2011,1132264,"Birmingham-Hoover, AL Metro Area"
2011,110879,"Bismarck, ND Metro Area"
2011,160866,"Blacksburg-Christiansburg-Radford, VA Metro Area"
2011,194566,"Bloomington, IN Metro Area"
2011,170556,"Bloomington-Normal, IL Metro Area"
2011,85772,"Bloomsburg-Berwick, PA Micro Area"
2011,107180,"Bluefield, WV-VA Micro Area"
2011,627281,"Boise City-Nampa, ID Metro Area"
2011,4591112,"Boston-Cambridge-Quincy, MA-NH Metro Area"
2011,299378,"Boulder, CO Metro Area"
2011,128341,"Bowling Green, KY Metro Area"
2011,91377,"Bozeman, MT Micro Area"
2011,91153,"Brainerd, MN Micro Area"
2011,84999,"Branson, MO Micro Area"
2011,254633,"Bremerton-Silverdale, WA Metro Area"
2011,925899,"Bridgeport-Stamford-Norwalk, CT Metro Area"
2011,414123,"Brownsville-Harlingen, TX Metro Area"
2011,109308,"Brunswick, GA Metro Area"
2011,1134039,"Buffalo-Niagara Falls, NY Metro Area"
2011,153291,"Burlington, NC Metro Area"
2011,213624,"Burlington-South Burlington, VT Metro Area"
2011,405693,"Canton-Massillon, OH Metro Area"
2011,631330,"Cape Coral-Fort Myers, FL Metro Area"
2011,96227,"Cape Girardeau-Jackson, MO-IL Metro Area"
2011,55439,"Carson City, NV Metro Area"
2011,76366,"Casper, WY Metro Area"
2011,260575,"Cedar Rapids, IA Metro Area"
2011,75901,"Centralia, WA Micro Area"
2011,150811,"Chambersburg, PA Micro Area"
2011,232050,"Champaign-Urbana, IL Metro Area"
2011,304270,"Charleston, WV Metro Area"
2011,65388,"Charleston-Mattoon, IL Micro Area"
2011,682121,"Charleston-North Charleston-Summerville, SC Metro Area"
2011,1795472,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area"
2011,202406,"Charlottesville, VA Metro Area"
2011,529123,"Chattanooga, TN-GA Metro Area"
2011,92680,"Cheyenne, WY Metro Area"
2011,9504024,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area"
2011,220266,"Chico, CA Metro Area"
2011,78249,"Chillicothe, OH Micro Area"
2011,2137735,"Cincinnati-Middletown, OH-KY-IN Metro Area"
2011,92440,"Clarksburg, WV Micro Area"
2011,276777,"Clarksville, TN-KY Metro Area"
2011,64323,"Clearlake, CA Micro Area"
2011,119879,"Cleveland, TN Metro Area"
2011,2068283,"Cleveland-Elyria-Mentor, OH Metro Area"
2011,71827,"Coamo, PR Micro Area"
2011,141132,"Coeur d'Alene, ID Metro Area"
2011,227997,"College Station-Bryan, TX Metro Area"
2011,660276,"Colorado Springs, CO Metro Area"
2011,175065,"Columbia, MO Metro Area"
2011,775897,"Columbia, SC Metro Area"
2011,81509,"Columbia, TN Micro Area"
2011,297181,"Columbus, GA-AL Metro Area"
2011,77870,"Columbus, IN Metro Area"
2011,1858464,"Columbus, OH Metro Area"
2011,146579,"Concord, NH Micro Area"
2011,107036,"Cookeville, TN Micro Area"
2011,62791,"Coos Bay, OR Micro Area"
2011,99033,"Corning, NY Micro Area"
2011,431381,"Corpus Christi, TX Metro Area"
2011,85928,"Corvallis, OR Metro Area"
2011,183482,"Crestview-Fort Walton Beach-Destin, FL Metro Area"
2011,80536,"Cullman, AL Micro Area"
2011,102884,"Cumberland, MD-WV Metro Area"
2011,6526566,"Dallas-Fort Worth-Arlington, TX Metro Area"
2011,142741,"Dalton, GA Metro Area"
2011,81509,"Danville, IL Metro Area"
2011,105696,"Danville, VA Metro Area"
2011,186717,"Daphne-Fairhope-Foley, AL Micro Area"
2011,379592,"Davenport-Moline-Rock Island, IA-IL Metro Area"
2011,845388,"Dayton, OH Metro Area"
2011,154070,"Decatur, AL Metro Area"
2011,110730,"Decatur, IL Metro Area"
2011,494804,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area"
2011,2600594,"Denver-Aurora-Broomfield, CO Metro Area"
2011,578665,"Des Moines-West Des Moines, IA Metro Area"
2011,4285832,"Detroit-Warren-Livonia, MI Metro Area"
2011,146562,"Dothan, AL Metro Area"
2011,164834,"Dover, DE Metro Area"
2011,81445,"DuBois, PA Micro Area"
2011,94648,"Dubuque, IA Metro Area"
2011,279761,"Duluth, MN-WI Metro Area"
2011,119256,"Dunn, NC Micro Area"
2011,512979,"Durham-Chapel Hill, NC Metro Area"
2011,107570,"East Liverpool-Salem, OH Micro Area"
2011,169882,"East Stroudsburg, PA Micro Area"
2011,162657,"Eau Claire, WI Metro Area"
2011,177057,"El Centro, CA Metro Area"
2011,120373,"Elizabethtown, KY Metro Area"
2011,198941,"Elkhart-Goshen, IN Metro Area"
2011,88840,"Elmira, NY Metro Area"
2011,820790,"El Paso, TX Metro Area"
2011,100570,"Enterprise-Ozark, AL Micro Area"
2011,280985,"Erie, PA Metro Area"
2011,353416,"Eugene-Springfield, OR Metro Area"
2011,134761,"Eureka-Arcata-Fortuna, CA Micro Area"
2011,360304,"Evansville, IN-KY Metro Area"
2011,99192,"Fairbanks, AK Metro Area"
2011,70000,"Fajardo, PR Metro Area"
2011,211729,"Fargo, ND-MN Metro Area"
2011,65578,"Farmington, MO Micro Area"
2011,128200,"Farmington, NM Metro Area"
2011,374157,"Fayetteville, NC Metro Area"
2011,475085,"Fayetteville-Springdale-Rogers, AR-MO Metro Area"
2011,75056,"Findlay, OH Micro Area"
2011,134511,"Flagstaff, AZ Metro Area"
2011,422080,"Flint, MI Metro Area"
2011,206161,"Florence, SC Metro Area"
2011,147293,"Florence-Muscle Shoals, AL Metro Area"
2011,102079,"Fond du Lac, WI Metro Area"
2011,67538,"Forest City, NC Micro Area"
2011,305525,"Fort Collins-Loveland, CO Metro Area"
2011,71375,"Fort Payne, AL Micro Area"
2011,299379,"Fort Smith, AR-OK Metro Area"
2011,418148,"Fort Wayne, IN Metro Area"
2011,71037,"Frankfort, KY Micro Area"
2011,942904,"Fresno, CA Metro Area"
2011,104303,"Gadsden, AL Metro Area"
2011,265246,"Gainesville, FL Metro Area"
2011,183052,"Gainesville, GA Metro Area"
2011,71656,"Galesburg, IL Micro Area"
2011,73664,"Gallup, NM Micro Area"
2011,101434,"Gettysburg, PA Micro Area"
2011,128996,"Glens Falls, NY Metro Area"
2011,123697,"Goldsboro, NC Metro Area"
2011,98512,"Grand Forks, ND-MN Metro Area"
2011,73324,"Grand Island, NE Micro Area"
2011,147083,"Grand Junction, CO Metro Area"
2011,779604,"Grand Rapids-Wyoming, MI Metro Area"
2011,82987,"Grants Pass, OR Micro Area"
2011,81837,"Great Falls, MT Metro Area"
2011,258638,"Greeley, CO Metro Area"
2011,309469,"Green Bay, WI Metro Area"
2011,69339,"Greeneville, TN Micro Area"
2011,730966,"Greensboro-High Point, NC Metro Area"
2011,192690,"Greenville, NC Metro Area"
2011,647401,"Greenville-Mauldin-Easley, SC Metro Area"
2011,69835,"Greenwood, SC Micro Area"
2011,82372,"Guayama, PR Metro Area"
2011,250611,"Gulfport-Biloxi, MS Metro Area"
2011,270943,"Hagerstown-Martinsburg, MD-WV Metro Area"
2011,122571,"Hammond, LA Micro Area"
2011,153765,"Hanford-Corcoran, CA Metro Area"
2011,552911,"Harrisburg-Carlisle, PA Metro Area"
2011,126562,"Harrisonburg, VA Metro Area"
2011,1213255,"Hartford-West Hartford-East Hartford, CT Metro Area"
2011,146509,"Hattiesburg, MS Metro Area"
2011,77778,"Helena, MT Micro Area"
2011,364567,"Hickory-Lenoir-Morganton, NC Metro Area"
2011,186738,"Hilo, HI Micro Area"
2011,189879,"Hilton Head Island-Beaufort, SC Micro Area"
2011,81144,"Hinesville-Fort Stewart, GA Metro Area"
2011,65423,"Hobbs, NM Micro Area"
2011,266300,"Holland-Grand Haven, MI Metro Area"
2011,140031,"Homosassa Springs, FL Micro Area"
2011,963607,"Honolulu, HI Metro Area"
2011,97124,"Hot Springs, AR Metro Area"
2011,208583,"Houma-Bayou Cane-Thibodaux, LA Metro Area"
2011,6086895,"Houston-Sugar Land-Baytown, TX Metro Area"
2011,287599,"Huntington-Ashland, WV-KY-OH Metro Area"
2011,425480,"Huntsville, AL Metro Area"
2011,68087,"Huntsville, TX Micro Area"
2011,63413,"Hutchinson, KS Micro Area"
2011,132585,"Idaho Falls, ID Metro Area"
2011,89298,"Indiana, PA Micro Area"
2011,1777684,"Indianapolis-Carmel, IN Metro Area"
2011,154893,"Iowa City, IA Metro Area"
2011,101723,"Ithaca, NY Metro Area"
2011,159748,"Jackson, MI Metro Area"
2011,545394,"Jackson, MS Metro Area"
2011,116995,"Jackson, TN Metro Area"
2011,1358593,"Jacksonville, FL Metro Area"
2011,179719,"Jacksonville, NC Metro Area"
2011,134368,"Jamestown-Dunkirk-Fredonia, NY Micro Area"
2011,160092,"Janesville, WI Metro Area"
2011,152370,"Jefferson City, MO Metro Area"
2011,199818,"Johnson City, TN Metro Area"
2011,143728,"Johnstown, PA Metro Area"
2011,121569,"Jonesboro, AR Metro Area"
2011,176849,"Joplin, MO Metro Area"
2011,156693,"Kahului-Wailuku, HI Micro Area"
2011,328205,"Kalamazoo-Portage, MI Metro Area"
2011,91301,"Kalispell, MT Micro Area"
2011,113698,"Kankakee-Bradley, IL Metro Area"
2011,2049773,"Kansas City, MO-KS Metro Area"
2011,67701,"Kapaa, HI Micro Area"
2011,76918,"Keene, NH Micro Area"
2011,264133,"Kennewick-Pasco-Richland, WA Metro Area"
2011,73873,"Key West, FL Micro Area"
2011,411595,"Killeen-Temple-Fort Hood, TX Metro Area"
2011,312908,"Kingsport-Bristol-Bristol, TN-VA Metro Area"
2011,182448,"Kingston, NY Metro Area"
2011,65552,"Klamath Falls, OR Micro Area"
2011,704500,"Knoxville, TN Metro Area"
2011,99893,"Kokomo, IN Metro Area"
2011,134488,"La Crosse, WI-MN Metro Area"
2011,206322,"Lafayette, IN Metro Area"
2011,277307,"Lafayette, LA Metro Area"
2011,67764,"LaGrange, GA Micro Area"
2011,201411,"Lake Charles, LA Metro Area"
2011,67485,"Lake City, FL Micro Area"
2011,202351,"Lake Havasu City-Kingman, AZ Metro Area"
2011,609492,"Lakeland-Winter Haven, FL Metro Area"
2011,523594,"Lancaster, PA Metro Area"
2011,77908,"Lancaster, SC Micro Area"
2011,465138,"Lansing-East Lansing, MI Metro Area"
2011,256496,"Laredo, TX Metro Area"
2011,213598,"Las Cruces, NM Metro Area"
2011,1969975,"Las Vegas-Paradise, NV Metro Area"
2011,85876,"Laurel, MS Micro Area"
2011,112211,"Lawrence, KS Metro Area"
2011,125815,"Lawton, OK Metro Area"
2011,174595,"Lebanon, NH-VT Micro Area"
2011,134311,"Lebanon, PA Metro Area"
2011,61352,"Lewiston, ID-WA Metro Area"
2011,107398,"Lewiston-Auburn, ME Metro Area"
2011,479244,"Lexington-Fayette, KY Metro Area"
2011,107484,"Lexington Park, MD Micro Area"
2011,106094,"Lima, OH Metro Area"
2011,307165,"Lincoln, NE Metro Area"
2011,78932,"Lincolnton, NC Micro Area"
2011,708084,"Little Rock-North Little Rock-Conway, AR Metro Area"
2011,124813,"Logan, UT-ID Metro Area"
2011,216666,"Longview, TX Metro Area"
2011,102478,"Longview, WA Metro Area"
2011,12944801,"Los Angeles-Long Beach-Santa Ana, CA Metro Area"
2011,1296820,"Louisville/Jefferson County, KY-IN Metro Area"
2011,290842,"Lubbock, TX Metro Area"
2011,87669,"Lufkin, TX Micro Area"
2011,135517,"Lumberton, NC Micro Area"
2011,253713,"Lynchburg, VA Metro Area"
2011,227488,"Macon, GA Metro Area"
2011,152925,"Madera-Chowchilla, CA Metro Area"
2011,576467,"Madison, WI Metro Area"
2011,401696,"Manchester-Nashua, NH Metro Area"
2011,129369,"Manhattan, KS Metro Area"
2011,80976,"Manitowoc, WI Micro Area"
2011,97204,"Mankato-North Mankato, MN Metro Area"
2011,123510,"Mansfield, OH Metro Area"
2011,66391,"Marinette, WI-MI Micro Area"
2011,69793,"Marion, IN Micro Area"
2011,66212,"Marion, OH Micro Area"
2011,66622,"Marion-Herrin, IL Micro Area"
2011,67694,"Marquette, MI Micro Area"
2011,66296,"Marshall, TX Micro Area"
2011,74785,"Marshfield-Wisconsin Rapids, WI Micro Area"
2011,67030,"Martinsville, VA Micro Area"
2011,108552,"Mayag?ez, PR Metro Area"
2011,797810,"McAllen-Edinburg-Mission, TX Metro Area"
2011,88740,"Meadville, PA Micro Area"
2011,204822,"Medford, OR Metro Area"
2011,1324108,"Memphis, TN-MS-AR Metro Area"
2011,259898,"Merced, CA Metro Area"
2011,104908,"Meridian, MS Micro Area"
2011,5670125,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area"
2011,111374,"Michigan City-La Porte, IN Metro Area"
2011,84063,"Midland, MI Micro Area"
2011,140308,"Midland, TX Metro Area"
2011,1562216,"Milwaukee-Waukesha-West Allis, WI Metro Area"
2011,3318486,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area"
2011,72977,"Minot, ND Micro Area"
2011,110138,"Missoula, MT Metro Area"
2011,412577,"Mobile, AL Metro Area"
2011,518522,"Modesto, CA Metro Area"
2011,177651,"Monroe, LA Metro Area"
2011,151560,"Monroe, MI Metro Area"
2011,378582,"Montgomery, AL Metro Area"
2011,67373,"Morehead City, NC Micro Area"
2011,132251,"Morgantown, WV Metro Area"
2011,137494,"Morristown, TN Metro Area"
2011,91265,"Moses Lake, WA Micro Area"
2011,73714,"Mount Airy, NC Micro Area"
2011,70622,"Mount Pleasant, MI Micro Area"
2011,118109,"Mount Vernon-Anacortes, WA Metro Area"
2011,117660,"Muncie, IN Metro Area"
2011,171302,"Muskegon-Norton Shores, MI Metro Area"
2011,71003,"Muskogee, OK Micro Area"
2011,276340,"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area"
2011,65466,"Nacogdoches, TX Micro Area"
2011,138088,"Napa, CA Metro Area"
2011,328134,"Naples-Marco Island, FL Metro Area"
2011,1620403,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area"
2011,128902,"New Bern, NC Micro Area"
2011,90535,"New Castle, PA Micro Area"
2011,861113,"New Haven-Milford, CT Metro Area"
2011,73400,"New Iberia, LA Micro Area"
2011,1191089,"New Orleans-Metairie-Kenner, LA Metro Area"
2011,92508,"New Philadelphia-Dover, OH Micro Area"
2011,19015900,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area"
2011,156941,"Niles-Benton Harbor, MI Metro Area"
2011,709355,"North Port-Bradenton-Sarasota, FL Metro Area"
2011,68984,"North Wilkesboro, NC Micro Area"
2011,273502,"Norwich-New London, CT Metro Area"
2011,78971,"Oak Harbor, WA Micro Area"
2011,332529,"Ocala, FL Metro Area"
2011,96601,"Ocean City, NJ Metro Area"
2011,140111,"Odessa, TX Metro Area"
2011,555437,"Ogden-Clearfield, UT Metro Area"
2011,111690,"Ogdensburg-Massena, NY Micro Area"
2011,1278053,"Oklahoma City, OK Metro Area"
2011,79832,"Olean, NY Micro Area"
2011,256591,"Olympia, WA Metro Area"
2011,875074,"Omaha-Council Bluffs, NE-IA Metro Area"
2011,83552,"Opelousas-Eunice, LA Micro Area"
2011,91910,"Orangeburg, SC Micro Area"
2011,2171360,"Orlando-Kissimmee-Sanford, FL Metro Area"
2011,167699,"Oshkosh-Neenah, WI Metro Area"
2011,152952,"Ottawa-Streator, IL Micro Area"
2011,118118,"Owensboro, KY Metro Area"
2011,69841,"Owosso, MI Micro Area"
2011,831771,"Oxnard-Thousand Oaks-Ventura, CA Metro Area"
2011,99376,"Paducah, KY-IL Micro Area"
2011,74041,"Palatka, FL Micro Area"
2011,543566,"Palm Bay-Melbourne-Titusville, FL Metro Area"
2011,97376,"Palm Coast, FL Metro Area"
2011,169856,"Panama City-Lynn Haven-Panama City Beach, FL Metro Area"
2011,162488,"Parkersburg-Marietta-Vienna, WV-OH Metro Area"
2011,162790,"Pascagoula, MS Metro Area"
2011,87623,"Pendleton-Hermiston, OR Micro Area"
2011,453218,"Pensacola-Ferry Pass-Brent, FL Metro Area"
2011,380961,"Peoria, IL Metro Area"
2011,5992414,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area"
2011,4263236,"Phoenix-Mesa-Glendale, AZ Metro Area"
2011,99334,"Pine Bluff, AR Metro Area"
2011,2359746,"Pittsburgh, PA Metro Area"
2011,130458,"Pittsfield, MA Metro Area"
2011,81945,"Plattsburgh, NY Micro Area"
2011,90777,"Pocatello, ID Metro Area"
2011,240170,"Ponce, PR Metro Area"
2011,71838,"Port Angeles, WA Micro Area"
2011,515807,"Portland-South Portland-Biddeford, ME Metro Area"
2011,2262702,"Portland-Vancouver-Hillsboro, OR-WA Metro Area"
2011,427874,"Port St. Lucie, FL Metro Area"
2011,79277,"Portsmouth, OH Micro Area"
2011,147513,"Pottsville, PA Micro Area"
2011,672871,"Poughkeepsie-Newburgh-Middletown, NY Metro Area"
2011,211888,"Prescott, AZ Metro Area"
2011,1600224,"Providence-New Bedford-Fall River, RI-MA Metro Area"
2011,541710,"Provo-Orem, UT Metro Area"
2011,160545,"Pueblo, CO Metro Area"
2011,160511,"Punta Gorda, FL Metro Area"
2011,77859,"Quincy, IL-MO Micro Area"
2011,195388,"Racine, WI Metro Area"
2011,1163515,"Raleigh-Cary, NC Metro Area"
2011,128361,"Rapid City, SD Metro Area"
2011,412778,"Reading, PA Metro Area"
2011,177774,"Redding, CA Metro Area"
2011,429767,"Reno-Sparks, NV Metro Area"
2011,68643,"Richmond, IN Micro Area"
2011,1270541,"Richmond, VA Metro Area"
2011,100933,"Richmond-Berea, KY Micro Area"
2011,4304997,"Riverside-San Bernardino-Ontario, CA Metro Area"
2011,307464,"Roanoke, VA Metro Area"
2011,76066,"Roanoke Rapids, NC Micro Area"
2011,187612,"Rochester, MN Metro Area"
2011,1055278,"Rochester, NY Metro Area"
2011,348360,"Rockford, IL Metro Area"
2011,152157,"Rocky Mount, NC Metro Area"
2011,95989,"Rome, GA Metro Area"
2011,107490,"Roseburg, OR Micro Area"
2011,65890,"Roswell, NM Micro Area"
2011,84391,"Russellville, AR Micro Area"
2011,2176235,"Sacramento--Arden-Arcade--Roseville, CA Metro Area"
2011,199088,"Saginaw-Saginaw Township North, MI Metro Area"
2011,190014,"St. Cloud, MN Metro Area"
2011,141666,"St. George, UT Metro Area"
2011,127482,"St. Joseph, MO-KS Metro Area"
2011,2813680,"St. Louis, MO-IL Metro Area"
2011,394865,"Salem, OR Metro Area"
2011,421898,"Salinas, CA Metro Area"
2011,125529,"Salisbury, MD Metro Area"
2011,138019,"Salisbury, NC Micro Area"
2011,1145905,"Salt Lake City, UT Metro Area"
2011,113614,"San Angelo, TX Metro Area"
2011,2196132,"San Antonio-New Braunfels, TX Metro Area"
2011,3140069,"San Diego-Carlsbad-San Marcos, CA Metro Area"
2011,76751,"Sandusky, OH Metro Area"
2011,4391037,"San Francisco-Oakland-Fremont, CA Metro Area"
2011,133657,"San Germ?n-Cabo Rojo, PR Metro Area"
2011,1865450,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
2011,2472829,"San Juan-Caguas-Guaynabo, PR Metro Area"
2011,271969,"San Luis Obispo-Paso Robles, CA Metro Area"
2011,426878,"Santa Barbara-Santa Maria-Goleta, CA Metro Area"
2011,264298,"Santa Cruz-Watsonville, CA Metro Area"
2011,145648,"Santa Fe, NM Metro Area"
2011,488116,"Santa Rosa-Petaluma, CA Metro Area"
2011,355576,"Savannah, GA Metro Area"
2011,563184,"Scranton--Wilkes-Barre, PA Metro Area"
2011,200330,"Seaford, DE Micro Area"
2011,78167,"Searcy, AR Micro Area"
2011,3500026,"Seattle-Tacoma-Bellevue, WA Metro Area"
2011,138894,"Sebastian-Vero Beach, FL Metro Area"
2011,98630,"Sebring, FL Micro Area"
2011,74418,"Seneca, SC Micro Area"
2011,91466,"Sevierville, TN Micro Area"
2011,70280,"Shawnee, OK Micro Area"
2011,115149,"Sheboygan, WI Metro Area"
2011,97489,"Shelby, NC Micro Area"
2011,121419,"Sherman-Denison, TX Metro Area"
2011,107398,"Show Low, AZ Micro Area"
2011,403595,"Shreveport-Bossier City, LA Metro Area"
2011,133289,"Sierra Vista-Douglas, AZ Micro Area"
2011,144014,"Sioux City, IA-NE-SD Metro Area"
2011,232347,"Sioux Falls, SD Metro Area"
2011,77405,"Somerset, PA Micro Area"
2011,318688,"South Bend-Mishawaka, IN-MI Metro Area"
2011,89352,"Southern Pines-Pinehurst, NC Micro Area"
2011,286868,"Spartanburg, SC Metro Area"
2011,473761,"Spokane, WA Metro Area"
2011,211282,"Springfield, IL Metro Area"
2011,693204,"Springfield, MA Metro Area"
2011,438094,"Springfield, MO Metro Area"
2011,137691,"Springfield, OH Metro Area"
2011,154722,"State College, PA Metro Area"
2011,72881,"Statesboro, GA Micro Area"
2011,161202,"Statesville-Mooresville, NC Micro Area"
2011,122539,"Staunton-Waynesboro, VA Micro Area"
2011,123243,"Steubenville-Weirton, OH-WV Metro Area"
2011,70084,"Stevens Point, WI Micro Area"
2011,77988,"Stillwater, OK Micro Area"
2011,696214,"Stockton, CA Metro Area"
2011,107460,"Sumter, SC Metro Area"
2011,94558,"Sunbury, PA Micro Area"
2011,662553,"Syracuse, NY Metro Area"
2011,81664,"Talladega-Sylacauga, AL Micro Area"
2011,370292,"Tallahassee, FL Metro Area"
2011,2824724,"Tampa-St. Petersburg-Clearwater, FL Metro Area"
2011,173275,"Terre Haute, IN Metro Area"
2011,136552,"Texarkana, TX-Texarkana, AR Metro Area"
2011,97756,"The Villages, FL Micro Area"
2011,162697,"Thomasville-Lexington, NC Micro Area"
2011,650266,"Toledo, OH Metro Area"
2011,234380,"Topeka, KS Metro Area"
2011,188789,"Torrington, CT Micro Area"
2011,147016,"Traverse City, MI Micro Area"
2011,367063,"Trenton-Ewing, NJ Metro Area"
